Player,Game,Date,Age,Team,Home,Opposition,Win,Difference,GS,Minutes Played,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Shaq,701,1/15/2003,30.8624,LAL,0,NOH,1,8,1,41,9,24,0.375,0,0,,5,11,0.455,3,8,11,2,0,1,2,4,23,10.4
Shaq,702,1/17/2003,30.8679,LAL,0,HOU,0,-4,1,47,13,26,0.5,0,0,,5,6,0.833,4,9,13,4,0,0,2,4,31,22.3
Shaq,703,1/20/2003,30.8761,LAL,1,LAC,1,4,1,40,12,24,0.5,0,0,,8,10,0.8,6,9,15,4,0,3,7,4,32,22.4
Shaq,704,1/22/2003,30.8816,LAL,1,GSW,0,-4,1,37,13,20,0.65,0,0,,2,5,0.4,4,5,9,4,0,2,3,6,28,21.1
Shaq,705,1/24/2003,30.8871,LAL,1,NJN,0,-6,1,43,11,22,0.5,0,0,,5,13,0.385,6,7,13,4,0,0,2,3,27,18.7
Shaq,706,1/29/2003,30.9008,LAL,0,PHO,1,9,1,40,11,17,0.647,0,0,,3,7,0.429,4,8,12,6,1,3,1,5,25,25.4
Shaq,707,1/31/2003,30.9062,LAL,0,SAC,1,11,1,41,12,22,0.545,0,0,,12,13,0.923,3,7,10,6,0,2,1,1,36,33.4
Shaq,708,2/1/2003,30.909,LAL,1,UTA,1,12,1,37,10,17,0.588,0,0,,1,6,0.167,2,11,13,3,0,3,4,4,21,14.4
Shaq,709,2/4/2003,30.9172,LAL,0,IND,1,3,1,40,7,11,0.636,0,0,,5,8,0.625,2,10,12,4,0,7,6,5,19,17
Shaq,710,2/6/2003,30.9227,LAL,0,NYK,1,5,1,39,11,19,0.579,0,0,,11,15,0.733,2,5,7,7,0,2,2,0,33,29.7
Shaq,711,2/11/2003,30.9363,LAL,1,DEN,1,28,1,31,8,14,0.571,0,0,,4,4,1,4,4,8,5,1,3,3,0,20,21
Shaq,712,2/12/2003,30.9391,LAL,0,DEN,1,11,1,30,3,6,0.5,0,0,,12,17,0.706,1,9,10,3,0,2,2,4,18,16.3
Shaq,713,2/14/2003,30.9446,LAL,1,SAS,0,-8,1,40,9,19,0.474,0,0,,3,8,0.375,3,2,5,2,1,6,0,6,21,16.2
Shaq,714,2/21/2003,30.9637,LAL,1,POR,1,8,1,44,8,15,0.533,0,0,,8,15,0.533,6,6,12,3,1,1,5,4,24,17.1
Shaq,715,2/23/2003,30.9692,LAL,1,SEA,1,5,1,38,9,16,0.563,0,0,,9,12,0.75,4,13,17,4,0,1,2,3,27,25.2
Shaq,716,2/25/2003,30.9747,LAL,1,LAC,1,11,1,36,13,21,0.619,0,0,,7,9,0.778,2,6,8,0,0,3,1,4,33,25.4
Shaq,717,2/27/2003,30.9802,LAL,1,DET,1,10,1,41,14,24,0.583,0,0,,7,8,0.875,5,9,14,3,0,2,5,3,35,26.9
Shaq,718,2/28/2003,30.9829,LAL,0,SEA,0,-17,1,38,7,13,0.538,0,0,,4,6,0.667,3,8,11,2,0,1,3,3,18,13.3
Shaq,719,3/5/2003,30.9966,LAL,1,IND,1,2,1,35,9,12,0.75,0,0,,8,12,0.667,5,6,11,2,0,5,3,5,26,24.8
Shaq,720,3/7/2003,31.0027,LAL,1,MIN,1,10,1,41,16,25,0.64,0,0,,8,14,0.571,5,9,14,4,1,5,1,4,40,37.4
Shaq,721,3/9/2003,31.0082,LAL,1,PHI,1,14,1,39,14,24,0.583,0,0,,11,19,0.579,2,8,10,3,0,2,4,4,39,26.3
Shaq,722,3/11/2003,31.0137,LAL,0,CHI,0,-17,1,37,3,11,0.273,0,0,,7,10,0.7,3,7,10,2,2,3,0,3,13,13.8
Shaq,723,3/12/2003,31.0164,LAL,0,DET,0,-23,1,36,10,18,0.556,0,0,,4,6,0.667,6,7,13,2,1,0,7,3,24,15.1
Shaq,724,3/14/2003,31.0219,LAL,0,MIN,1,7,1,38,10,19,0.526,0,0,,6,13,0.462,7,8,15,6,1,5,0,4,26,28.3
Shaq,725,3/15/2003,31.0246,LAL,0,MIL,1,4,1,39,9,23,0.391,0,0,,6,14,0.429,3,8,11,5,1,3,7,1,24,12
Shaq,726,3/17/2003,31.0301,LAL,0,LAC,1,17,1,41,15,24,0.625,0,0,,12,15,0.8,1,6,7,5,0,2,2,3,42,34.2
Shaq,727,3/20/2003,31.0383,LAL,0,SAC,0,-8,1,39,9,18,0.5,0,0,,10,12,0.833,7,6,13,2,2,3,5,3,28,24.2
Shaq,728,3/21/2003,31.0411,LAL,1,BOS,1,8,1,39,19,24,0.792,0,0,,10,19,0.526,6,14,20,1,1,1,3,3,48,41.8
Shaq,729,3/23/2003,31.0465,LAL,0,SAS,0,-9,1,40,12,23,0.522,0,0,,8,11,0.727,3,9,12,1,0,6,2,5,32,25.2
Shaq,730,3/25/2003,31.052,LAL,0,ATL,1,17,1,32,11,19,0.579,0,0,,9,13,0.692,2,4,6,2,0,1,0,2,31,24.4
Shaq,731,3/26/2003,31.0548,LAL,0,HOU,1,3,1,44,16,26,0.615,0,0,,7,8,0.875,4,1,5,2,1,3,3,3,39,30.2
Shaq,732,3/28/2003,31.0602,LAL,1,WAS,1,14,1,38,9,20,0.45,0,0,,8,12,0.667,3,10,13,2,0,2,5,5,26,14.9
Shaq,733,3/30/2003,31.0657,LAL,0,SEA,0,-21,1,32,11,12,0.917,0,0,,12,17,0.706,1,4,5,0,1,1,3,3,34,27.4
Shaq,734,3/31/2003,31.0684,LAL,1,MEM,1,16,1,38,15,22,0.682,0,0,,4,6,0.667,5,6,11,3,0,4,3,2,34,30.2
Shaq,735,4/3/2003,31.0767,LAL,0,DAL,1,11,1,40,11,19,0.579,0,0,,9,12,0.75,7,10,17,1,0,3,5,2,31,25.8
Shaq,736,4/4/2003,31.0794,LAL,0,MEM,1,1,1,40,13,20,0.65,0,0,,7,13,0.538,14,5,19,3,0,2,4,4,33,31
Shaq,737,4/6/2003,31.0849,LAL,1,PHO,1,2,1,45,8,12,0.667,0,0,,6,7,0.857,3,10,13,7,1,6,6,4,22,24
Shaq,738,4/8/2003,31.0903,LAL,1,DAL,1,9,1,33,6,14,0.429,0,0,,2,6,0.333,5,5,10,1,0,1,1,3,14,9.2
Shaq,739,4/10/2003,31.0958,LAL,1,SAC,1,13,1,43,14,23,0.609,0,0,,4,6,0.667,7,9,16,2,1,1,5,3,32,25.2
Shaq,740,4/13/2003,31.104,LAL,0,POR,0,-2,1,44,13,21,0.619,0,0,,10,19,0.526,2,9,11,2,0,1,1,3,36,26.9
Shaq,741,4/15/2003,31.1095,LAL,1,DEN,1,22,1,24,7,8,0.875,0,0,,5,11,0.455,2,3,5,2,0,0,2,3,19,14.3
Shaq,742,4/16/2003,31.1123,LAL,0,GSW,1,6,1,36,10,16,0.625,0,0,,7,12,0.583,5,7,12,5,1,2,0,4,27,27.7
Shaq,743,10/28/2003,31.6461,LAL,1,DAL,1,16,1,32,8,15,0.533,0,0,,0,4,0,2,7,9,5,0,1,3,4,16,10.2
Shaq,744,11/1/2003,31.6571,LAL,0,PHO,1,4,1,39,11,19,0.579,0,0,,2,5,0.4,5,7,12,3,1,4,4,5,24,19.4
Shaq,745,11/2/2003,31.6598,LAL,1,GSW,1,15,1,40,8,19,0.421,0,0,,1,3,0.333,4,10,14,2,0,3,4,1,17,11
Shaq,746,11/4/2003,31.6653,LAL,0,MIL,1,6,1,39,9,15,0.6,0,0,,5,13,0.385,4,10,14,1,0,3,1,3,23,19.3
Shaq,747,11/6/2003,31.6708,LAL,0,SAS,1,3,1,50,12,23,0.522,0,0,,11,16,0.688,9,11,20,6,0,4,4,3,35,33.1
Shaq,748,11/7/2003,31.6735,LAL,0,NOH,0,-19,1,30,8,11,0.727,0,0,,5,8,0.625,0,6,6,0,0,0,1,3,21,14.9
Shaq,749,11/10/2003,31.6817,LAL,0,MEM,0,-10,1,41,8,14,0.571,0,0,,4,8,0.5,1,11,12,2,2,3,3,4,20,16.7
Shaq,750,11/12/2003,31.6872,LAL,1,TOR,1,15,1,40,9,12,0.75,0,0,,5,15,0.333,2,12,14,0,0,2,2,2,23,17.8
Shaq,751,11/14/2003,31.6927,LAL,1,DET,1,5,1,42,7,17,0.412,0,0,,7,11,0.636,5,10,15,8,0,3,5,2,21,18.7
Shaq,752,11/16/2003,31.6982,LAL,1,MIA,1,22,1,24,6,8,0.75,0,0,,2,8,0.25,1,5,6,1,1,1,4,5,14,7
Shaq,753,11/18/2003,31.7036,LAL,0,DET,0,-10,1,31,8,16,0.5,0,0,,4,6,0.667,2,8,10,5,0,0,4,5,20,12.5
Shaq,754,11/19/2003,31.7064,LAL,0,NYK,1,21,1,31,6,15,0.4,0,0,,11,16,0.688,2,4,6,2,1,1,2,2,23,15.8
Shaq,755,11/21/2003,31.7118,LAL,1,CHI,1,7,1,25,7,11,0.636,0,0,,1,2,0.5,3,4,7,2,0,3,0,1,15,16.1
Shaq,756,11/28/2003,31.731,LAL,1,SAS,1,16,1,25,2,6,0.333,0,0,,3,9,0.333,2,6,8,2,0,2,3,3,7,3
Shaq,757,11/30/2003,31.7365,LAL,1,IND,1,22,1,23,8,13,0.615,0,0,,7,12,0.583,2,3,5,1,0,4,1,3,23,18.7
Shaq,758,12/3/2003,31.7447,LAL,0,SAS,1,4,1,39,5,12,0.417,0,0,,5,8,0.625,2,14,16,0,1,9,5,4,15,13.7
Shaq,759,12/4/2003,31.7474,LAL,0,DAL,1,11,1,38,8,14,0.571,0,0,,9,14,0.643,3,16,19,5,0,3,4,3,25,23.7
Shaq,760,12/7/2003,31.7556,LAL,1,UTA,1,2,1,41,7,13,0.538,0,0,,5,9,0.556,2,13,15,8,1,2,3,4,19,19.8
Shaq,761,12/9/2003,31.7611,LAL,1,NYK,1,8,1,39,5,15,0.333,0,0,,8,15,0.533,6,9,15,3,0,4,2,3,18,15.3
Shaq,762,12/12/2003,31.7693,LAL,1,DAL,0,-17,1,34,7,7,1,0,0,,11,24,0.458,7,7,14,1,0,2,5,5,25,19.8
Shaq,763,12/13/2003,31.7721,LAL,0,POR,0,-4,1,41,10,16,0.625,0,0,,2,3,0.667,2,8,10,4,0,0,1,3,22,18.8
Shaq,764,12/19/2003,31.7885,LAL,1,DEN,1,2,1,36,8,11,0.727,0,0,,10,17,0.588,2,9,11,6,0,4,2,3,26,26.6
Shaq,765,12/21/2003,31.794,LAL,1,PHO,1,6,1,36,5,10,0.5,0,0,,8,14,0.571,6,12,18,4,1,1,5,4,18,16.3
Shaq,766,12/23/2003,31.7995,LAL,0,GSW,0,-9,1,39,9,15,0.6,0,0,,3,10,0.3,2,3,5,4,1,2,3,2,21,15
Shaq,767,12/25/2003,31.8049,LAL,1,HOU,0,-12,1,41,5,12,0.417,0,0,,12,18,0.667,5,5,10,2,0,3,2,3,22,18.5
Shaq,768,12/28/2003,31.8131,LAL,1,BOS,1,23,1,35,6,10,0.6,0,0,,10,20,0.5,10,6,16,3,1,2,3,2,22,22.9
Shaq,769,1/2/2004,31.8268,LAL,0,SEA,0,-2,1,14,2,2,1,0,0,,2,4,0.5,0,5,5,3,0,0,4,1,6,3.8
Shaq,770,1/28/2004,31.898,LAL,1,SEA,1,14,1,18,1,4,0.25,0,0,,5,9,0.556,1,4,5,0,0,1,0,1,7,5.2
Shaq,771,1/30/2004,31.9035,LAL,1,MIN,0,-13,1,37,8,14,0.571,0,0,,6,11,0.545,3,6,9,3,0,1,2,2,22,17.3
Shaq,772,2/1/2004,31.909,LAL,0,TOR,1,1,1,39,13,20,0.65,0,0,,10,15,0.667,2,6,8,5,1,1,6,3,36,26.4
Shaq,773,2/4/2004,31.9172,LAL,0,CLE,1,5,1,48,14,21,0.667,0,0,,9,20,0.45,3,9,12,6,0,2,1,2,37,32.1
Shaq,774,2/5/2004,31.9199,LAL,0,PHI,0,-23,1,31,7,14,0.5,0,0,,3,15,0.2,4,4,8,1,0,1,0,2,17,9.8
Shaq,775,2/8/2004,31.9281,LAL,0,ORL,1,2,1,35,8,11,0.727,0,0,,4,10,0.4,4,6,10,5,0,1,3,1,20,18.5
Shaq,776,2/10/2004,31.9336,LAL,0,MIA,1,15,1,33,12,18,0.667,0,0,,1,5,0.2,3,7,10,1,1,2,2,3,25,19.7
Shaq,777,2/11/2004,31.9363,LAL,0,HOU,0,-15,1,41,5,12,0.417,0,0,,14,19,0.737,3,6,9,4,1,4,3,6,24,20.7
Shaq,778,2/17/2004,31.9528,LAL,1,POR,1,3,1,40,9,13,0.692,0,0,,3,7,0.429,3,8,11,1,0,1,4,3,21,14.6
Shaq,779,2/18/2004,31.9555,LAL,0,GSW,1,1,1,40,15,23,0.652,0,0,,1,9,0.111,6,10,16,7,1,5,7,5,31,25.3
Shaq,780,2/20/2004,31.961,LAL,1,PHI,1,28,1,32,12,18,0.667,0,0,,5,14,0.357,7,6,13,3,1,1,3,2,29,24.3
Shaq,781,2/22/2004,31.9665,LAL,0,PHO,1,12,1,34,8,12,0.667,0,0,,3,4,0.75,1,4,5,1,2,4,4,5,19,14.8
Shaq,782,2/25/2004,31.9747,LAL,0,DEN,1,1,1,37,5,10,0.5,0,0,,6,9,0.667,3,5,8,4,2,4,4,4,16,15.4
Shaq,783,2/26/2004,31.9774,LAL,1,SAC,0,-2,1,41,9,12,0.75,0,0,,6,13,0.462,4,6,10,3,0,2,2,3,24,21.3
Shaq,784,2/28/2004,31.9829,LAL,0,WAS,1,12,1,34,13,17,0.765,0,0,,3,5,0.6,0,2,2,2,1,4,3,4,29,22.7
Shaq,785,2/29/2004,31.9856,LAL,0,NJN,1,17,1,31,8,15,0.533,0,0,,3,5,0.6,5,9,14,2,0,0,2,3,19,15.3
Shaq,786,3/2/2004,31.9911,LAL,0,ATL,0,-1,1,37,11,20,0.55,0,0,,1,4,0.25,7,7,14,2,0,2,4,1,23,17.6
Shaq,787,3/3/2004,31.9938,LAL,0,HOU,1,3,1,39,13,18,0.722,0,0,,2,13,0.154,3,4,7,1,1,5,2,5,28,20.7
Shaq,788,3/5/2004,31.9993,LAL,1,SEA,1,8,1,39,10,16,0.625,0,0,,12,18,0.667,4,4,8,6,0,4,3,3,32,29.2
Shaq,789,3/7/2004,32.0027,LAL,1,NJN,1,6,1,40,11,19,0.579,0,0,,10,14,0.714,6,3,9,2,0,0,2,4,32,24.4
Shaq,790,3/8/2004,32.0055,LAL,0,UTA,0,-5,1,28,5,12,0.417,0,0,,6,11,0.545,5,5,10,4,0,2,4,4,16,11.2
Shaq,791,3/10/2004,32.011,LAL,0,BOS,1,8,1,38,11,15,0.733,0,0,,6,13,0.462,5,12,17,4,2,1,3,4,28,27.1
Shaq,792,3/12/2004,32.0164,LAL,0,MIN,0,-10,1,42,8,15,0.533,0,0,,8,14,0.571,2,11,13,1,0,1,3,3,24,16.2
Shaq,793,3/13/2004,32.0192,LAL,0,CHI,1,7,1,39,7,18,0.389,0,0,,2,8,0.25,3,12,15,1,0,5,6,5,16,5.7
Shaq,794,3/15/2004,32.0246,LAL,1,ORL,1,3,1,47,9,17,0.529,0,0,,9,18,0.5,12,11,23,3,0,5,1,4,27,29.8
Shaq,795,3/17/2004,32.0301,LAL,0,LAC,1,3,1,39,9,13,0.692,0,0,,3,8,0.375,4,7,11,2,1,3,6,6,21,14.5
Shaq,796,3/19/2004,32.0356,LAL,1,LAC,1,6,1,40,5,8,0.625,0,0,,8,16,0.5,4,6,10,6,0,3,4,4,18,16.5
Shaq,797,3/21/2004,32.0411,LAL,1,MIL,1,1,1,47,14,16,0.875,0,0,,3,5,0.6,1,25,26,2,0,7,2,3,31,35.9
Shaq,798,3/24/2004,32.0493,LAL,1,SAC,1,24,1,35,8,13,0.615,0,0,,1,3,0.333,2,14,16,6,1,1,1,5,17,18.8
Shaq,799,3/26/2004,32.0548,LAL,1,MIN,1,17,1,42,9,20,0.45,0,0,,4,6,0.667,7,11,18,4,1,0,1,2,22,21
Shaq,800,3/28/2004,32.0602,LAL,1,UTA,1,7,1,42,4,11,0.364,0,0,,3,10,0.3,3,11,14,0,0,2,1,2,11,7.1
Shaq,801,3/30/2004,32.0657,LAL,1,NOH,1,19,1,39,7,15,0.467,0,0,,1,3,0.333,1,8,9,3,0,3,2,4,15,10.2
Shaq,802,4/1/2004,32.0712,LAL,1,HOU,1,8,1,43,7,17,0.412,0,0,,4,10,0.4,3,5,8,0,1,1,4,4,18,6.2
Shaq,803,4/2/2004,32.0739,LAL,0,SEA,1,11,1,35,11,18,0.611,0,0,,1,1,1,5,9,14,5,1,2,2,3,23,23.7
Shaq,804,4/4/2004,32.0794,LAL,1,SAS,0,-6,1,36,8,15,0.533,0,0,,1,1,1,2,7,9,4,0,3,2,3,17,14.9
Shaq,805,4/6/2004,32.0849,LAL,1,POR,0,-11,1,41,7,11,0.636,0,0,,3,10,0.3,7,5,12,1,1,3,5,5,17,12.5
Shaq,806,4/9/2004,32.0931,LAL,1,MEM,1,8,1,42,12,14,0.857,0,0,,4,11,0.364,3,9,12,0,1,4,2,4,28,25.2
Shaq,807,4/11/2004,32.0986,LAL,0,SAC,0,-17,1,31,4,6,0.667,0,0,,2,6,0.333,3,2,5,0,0,3,5,5,10,3.6
Shaq,808,4/13/2004,32.104,LAL,1,GSW,1,5,1,39,11,16,0.688,0,0,,1,3,0.333,6,7,13,3,0,2,2,4,23,21.6
Shaq,809,4/14/2004,32.1068,LAL,0,POR,1,1,1,48,12,20,0.6,0,0,,1,8,0.125,5,9,14,5,4,4,2,6,25,25.1
Shaq,810,11/3/2004,32.6626,MIA,0,NJN,1,23,1,21,7,9,0.778,0,0,,2,7,0.286,2,3,5,2,0,2,2,5,16,11.6
Shaq,811,11/4/2004,32.6653,MIA,1,CLE,1,6,1,32,7,17,0.412,0,0,,3,9,0.333,1,8,9,2,0,3,1,2,17,10.3
Shaq,812,11/6/2004,32.6708,MIA,0,WAS,1,12,1,27,5,10,0.5,0,0,,3,12,0.25,1,7,8,1,1,2,3,4,13,5.7
Shaq,813,11/9/2004,32.679,MIA,1,WAS,1,10,1,28,8,13,0.615,0,0,,4,10,0.4,3,6,9,4,0,3,9,4,20,9.9
Shaq,814,11/11/2004,32.6845,MIA,1,DAL,0,-20,1,30,8,13,0.615,0,0,,6,14,0.429,6,4,10,1,0,3,2,5,22,17.1
Shaq,815,11/12/2004,32.6872,MIA,0,SAS,0,-9,1,40,9,21,0.429,0,0,,5,7,0.714,8,13,21,4,0,2,3,5,23,19.8
Shaq,816,11/14/2004,32.6927,MIA,1,MIL,1,2,1,42,7,14,0.5,0,0,,5,17,0.294,6,12,18,4,0,4,4,6,19,14.2
Shaq,817,11/16/2004,32.6982,MIA,0,MIN,0,-11,1,34,6,15,0.4,0,0,,8,15,0.533,6,9,15,1,0,4,4,4,20,13.9
Shaq,818,11/17/2004,32.7009,MIA,0,MIL,1,7,1,37,9,11,0.818,0,0,,8,16,0.5,2,5,7,6,1,1,2,4,26,23.9
Shaq,819,11/19/2004,32.7064,MIA,1,UTA,1,2,1,38,10,17,0.588,0,0,,2,10,0.2,5,6,11,6,0,5,0,6,22,21.5
Shaq,820,11/21/2004,32.7118,MIA,1,PHI,1,10,1,38,6,7,0.857,0,0,,7,12,0.583,4,8,12,1,0,6,5,4,19,18
Shaq,821,11/23/2004,32.7173,MIA,1,POR,0,-12,1,37,5,8,0.625,0,0,,7,13,0.538,9,4,13,0,1,4,1,3,17,20.1
Shaq,822,11/24/2004,32.7201,MIA,0,ATL,1,6,1,38,8,10,0.8,0,0,,5,9,0.556,2,7,9,1,0,2,2,5,21,17.2
Shaq,823,11/26/2004,32.7255,MIA,0,DET,0,-1,1,38,8,17,0.471,0,0,,8,16,0.5,2,15,17,4,0,4,8,4,24,14
Shaq,824,11/28/2004,32.731,MIA,1,BOS,1,2,1,40,9,9,1,0,0,,3,10,0.3,3,10,13,0,0,2,0,4,21,20.4
Shaq,825,11/30/2004,32.7365,MIA,1,TOR,0,-2,1,41,12,15,0.8,0,0,,10,13,0.769,7,10,17,2,0,1,1,5,34,34.1
Shaq,826,12/3/2004,32.7447,MIA,0,CHI,1,24,1,30,7,14,0.5,0,0,,4,8,0.5,4,3,7,5,1,4,3,4,18,15.8
Shaq,827,12/4/2004,32.7474,MIA,0,DEN,0,-9,1,32,5,10,0.5,0,0,,2,8,0.25,2,8,10,3,1,3,5,5,12,6.6
Shaq,828,12/6/2004,32.7529,MIA,0,UTA,1,20,1,31,8,14,0.571,0,0,,5,12,0.417,1,12,13,5,0,0,5,4,21,12.8
Shaq,829,12/8/2004,32.7584,MIA,0,MIL,1,5,1,21,7,13,0.538,0,0,,4,5,0.8,2,4,6,1,1,0,4,5,18,9.6
Shaq,830,12/10/2004,32.7639,MIA,1,MEM,1,8,1,36,7,11,0.636,0,0,,6,9,0.667,0,5,5,5,1,3,3,5,20,17
Shaq,831,12/12/2004,32.7693,MIA,0,TOR,1,8,1,37,9,13,0.692,0,0,,2,6,0.333,2,7,9,4,1,4,3,3,20,18.8
Shaq,832,12/13/2004,32.7721,MIA,1,WAS,1,23,1,38,15,23,0.652,0,0,,10,16,0.625,6,6,12,3,0,5,1,3,40,36.9
Shaq,833,12/15/2004,32.7775,MIA,0,WAS,1,5,1,36,6,9,0.667,0,0,,1,8,0.125,3,9,12,4,0,0,1,6,13,10.5
Shaq,834,12/17/2004,32.783,MIA,1,DEN,1,7,1,41,9,14,0.643,0,0,,2,9,0.222,5,6,11,7,1,3,3,2,20,20.5
Shaq,835,12/19/2004,32.7885,MIA,1,ORL,1,10,1,40,12,18,0.667,0,0,,3,5,0.6,1,5,6,5,1,1,3,3,27,21.6
Shaq,836,12/23/2004,32.7995,MIA,0,SAC,1,2,1,40,11,19,0.579,0,0,,3,13,0.231,5,5,10,2,0,2,1,4,25,17.3
Shaq,837,12/25/2004,32.8049,MIA,0,LAL,1,2,1,39,11,19,0.579,0,0,,2,7,0.286,4,7,11,3,0,3,1,6,24,18.8
Shaq,838,12/27/2004,32.8104,MIA,1,ATL,1,14,1,32,10,14,0.714,0,0,,11,14,0.786,1,6,7,2,0,0,2,4,31,24.3
Shaq,839,12/30/2004,32.8186,MIA,0,DET,1,11,1,36,9,21,0.429,0,0,,3,4,0.75,2,5,7,0,1,1,0,3,21,12.9
Shaq,840,1/1/2005,32.8241,MIA,1,CHA,1,23,1,23,7,13,0.538,0,0,,2,5,0.4,0,3,3,0,1,1,3,5,16,6.1
Shaq,841,1/3/2005,32.8296,MIA,1,SEA,0,-2,1,39,8,13,0.615,0,0,,9,15,0.6,5,9,14,4,2,7,3,5,25,27.6
Shaq,842,1/5/2005,32.835,MIA,1,NYK,1,8,1,36,14,21,0.667,0,0,,5,9,0.556,5,13,18,2,1,3,3,1,33,30.8
Shaq,843,1/7/2005,32.8405,MIA,0,POR,1,11,1,34,11,15,0.733,0,0,,6,8,0.75,3,7,10,1,0,3,4,4,28,22.5
Shaq,844,1/9/2005,32.846,MIA,0,SEA,0,-10,1,38,11,18,0.611,0,0,,6,13,0.462,6,5,11,3,1,5,3,4,28,24.7
Shaq,845,1/11/2005,32.8515,MIA,0,PHO,0,-15,1,38,16,20,0.8,0,0,,2,6,0.333,6,5,11,2,1,2,2,4,34,30.7
Shaq,846,1/12/2005,32.8542,MIA,0,GSW,1,7,1,36,9,15,0.6,0,0,,8,20,0.4,3,9,12,2,0,2,5,3,26,15.7
Shaq,847,1/14/2005,32.8597,MIA,0,LAC,0,-2,1,51,12,25,0.48,0,0,,15,28,0.536,5,5,10,5,0,0,4,4,39,24
Shaq,848,1/19/2005,32.8734,MIA,1,ATL,1,19,1,31,11,20,0.55,0,0,,3,9,0.333,4,8,12,2,0,2,3,4,25,16.4
Shaq,849,1/21/2005,32.8789,MIA,1,IND,0,-6,1,43,10,16,0.625,0,0,,4,13,0.308,3,7,10,2,0,3,4,5,24,14.9
Shaq,850,1/23/2005,32.8843,MIA,1,NOH,1,29,1,23,5,8,0.625,0,0,,2,2,1,1,7,8,1,2,2,2,1,12,12.9
Shaq,851,1/24/2005,32.8871,MIA,0,PHI,0,-8,1,35,9,12,0.75,0,0,,6,17,0.353,3,2,5,0,0,2,2,3,24,15.7
Shaq,852,1/26/2005,32.8925,MIA,0,TOR,1,15,1,39,13,19,0.684,0,0,,7,20,0.35,3,15,18,3,0,1,5,4,33,22.5
Shaq,853,1/28/2005,32.898,MIA,0,ATL,1,10,1,36,10,19,0.526,0,0,,6,11,0.545,4,4,8,7,0,1,2,4,26,20.7
Shaq,854,1/30/2005,32.9035,MIA,1,HOU,1,9,1,27,6,11,0.545,0,0,,3,5,0.6,1,4,5,2,0,1,3,5,15,7.9
Shaq,855,2/1/2005,32.909,MIA,0,DAL,0,-5,1,38,11,18,0.611,0,0,,3,5,0.6,3,10,13,5,0,3,3,3,25,22.5
Shaq,856,2/3/2005,32.9144,MIA,1,CLE,1,12,1,33,11,21,0.524,0,0,,4,9,0.444,7,5,12,3,0,2,1,4,26,21
Shaq,857,2/5/2005,32.9199,MIA,1,CHI,1,11,1,32,10,17,0.588,0,0,,6,17,0.353,2,8,10,6,1,5,3,4,26,21.6
Shaq,858,2/7/2005,32.9254,MIA,1,GSW,1,9,1,37,13,22,0.591,0,0,,1,7,0.143,3,11,14,6,0,2,3,3,27,21.2
Shaq,859,2/9/2005,32.9309,MIA,0,NYK,1,6,1,42,5,16,0.313,0,0,,6,8,0.75,5,8,13,3,1,3,2,2,16,14.3
Shaq,860,2/11/2005,32.9363,MIA,0,CHA,1,10,1,34,13,21,0.619,0,0,,6,15,0.4,7,5,12,3,1,3,5,4,32,23.9
Shaq,861,2/13/2005,32.9418,MIA,1,SAS,1,4,1,36,8,12,0.667,0,0,,11,19,0.579,2,5,7,3,0,2,3,2,27,21.2
Shaq,862,2/16/2005,32.95,MIA,1,LAC,1,18,1,32,5,8,0.625,0,0,,4,9,0.444,2,6,8,5,1,2,1,2,14,15.7
Shaq,863,2/22/2005,32.9665,MIA,0,CHI,0,-4,1,2,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,0,0,-0.3
Shaq,864,3/3/2005,32.9911,MIA,0,NJN,1,16,1,33,6,12,0.5,0,0,,8,11,0.727,3,10,13,2,0,2,0,4,20,19.1
Shaq,865,3/4/2005,32.9938,MIA,1,SAC,1,21,1,31,8,17,0.471,0,0,,2,9,0.222,2,5,7,5,1,2,2,0,18,13.3
Shaq,866,3/6/2005,33,MIA,0,CLE,1,20,1,27,5,12,0.417,0,0,,3,5,0.6,3,2,5,6,0,1,1,4,13,10.8
Shaq,867,3/7/2005,33.0027,MIA,1,PHI,1,8,1,26,11,14,0.786,0,0,,3,8,0.375,2,3,5,0,0,2,1,3,25,19.1
Shaq,868,3/10/2005,33.011,MIA,1,MIN,1,17,1,38,10,18,0.556,0,0,,13,18,0.722,6,7,13,3,1,3,1,4,33,31.3
Shaq,869,3/12/2005,33.0164,MIA,1,NJN,1,25,1,30,6,12,0.5,0,0,,3,5,0.6,2,9,11,3,0,0,2,2,15,11.6
Shaq,870,3/14/2005,33.0219,MIA,1,MIL,1,39,1,31,9,16,0.563,0,0,,3,8,0.375,2,7,9,1,0,4,1,2,21,16.6
Shaq,871,3/15/2005,33.0246,MIA,0,NYK,1,2,1,37,10,15,0.667,0,0,,3,14,0.214,2,5,7,1,1,0,4,4,23,11.1
Shaq,872,3/17/2005,33.0301,MIA,1,LAL,1,13,1,37,11,19,0.579,0,0,,3,9,0.333,4,8,12,2,1,4,2,1,25,21.7
Shaq,873,3/19/2005,33.0356,MIA,1,NYK,1,15,1,34,12,21,0.571,0,0,,9,14,0.643,6,11,17,0,0,3,3,3,33,26.5
Shaq,874,3/22/2005,33.0438,MIA,0,HOU,0,-2,1,39,9,15,0.6,0,0,,5,10,0.5,6,10,16,2,1,3,5,4,23,19.2
